area,breaking_years,followers,genre_country,genre_electronic,genre_hiphop,genre_jazz,genre_other,genre_pop,genre_rock,genre_soul,is_american,is_female,is_german,is_group,is_male,is_other_country,life_span,listener_count,meanChartPeak,meanChartWeeks,name,news,play_count,popularity,recording_count,release_count,totalChartWeeks,total_years,work_count
['NO'],24,152517.0,False,True,False,False,False,False,False,False,False,False,False,True,,True,11688,1422607.0,4,11.3333333333,a-ha,262.0,22216551.0,77.5,1120.0,301.5,340,28,35.0
